,Restaurant Name,Cuisine Type,Location,Category,Food Name,Description/Ingredients,Price
55141,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Black Olives (Large),,130.00
55142,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Mushroom (Small),,60.00
55143,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Mushroom (Medium),,100.00
55144,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Mushroom (Large),,130.00
55145,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Jalapenos (Small),,60.00
55146,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Jalapenos (Medium),,100.00
55147,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Jalapenos (Large),,130.00
55148,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Baby Corn (Small),,60.00
55149,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Baby Corn (Medium),,100.00
55150,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Baby Corn (Large),,130.00
55151,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Sweet Corn ( Small),,60.00
55152,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Sweet Corn ( Medium),,100.00
55153,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Sweet Corn ( Large),,130.00
55154,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Pineapple (Small),,60.00
55155,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Pineapple (Medium),,100.00
55156,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Pineapple (Large),,130.00
55157,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Red Paprika (Small),,60.00
55158,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Red Paprika (Medium),,100.00
55159,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Red Paprika (Large),,130.00
55160,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Salted Paneer (Small),,80.00
55161,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Salted Paneer (Medium),,130.00
55162,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Salted Paneer (Large),,190.00
55163,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Bacon (Small),,90.00
55164,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Bacon (Medium),,160.00
55165,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Bacon (Large),,210.00
55166,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Tuna Fish (Small),,90.00
55167,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Tuna Fish (Medium),,160.00
55168,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Tuna Fish (Large),,210.00
55169,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Prawn (Small),,90.00
55170,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Prawn (Medium),,160.00
55171,Pizza Planet- Kumaripati,Italian,Kumaripati,EXTRA TOPPINGS,Prawn (Large),,210.00
55172,Pizza Planet- Kumaripati,Italian,Kumaripati,PASTA,Creamy Mushroom Pasta,Rich and white creamy sauce with fresh Mushroom,470.00
55173,Pizza Planet- Kumaripati,Italian,Kumaripati,PASTA,Go Italia Spaghetti Veg,"A perfect Combination of Fresh Vegetables, Chopped garlic and Italian herbs tossed in Olive Oi",310.00
55174,Pizza Planet- Kumaripati,Italian,Kumaripati,PASTA,Go Italia Spaghetti Non-Veg,"A perfect Combination of fresh Vegetables chopped garlic and
Italian herbs tossed in olive oil with smoked Chicken",370.00
55175,Pizza Planet- Kumaripati,Italian,Kumaripati,PASTA,Creamy Mixed Pasta (Veg),"A perfect combination of creamy sauce with tomato sauce
topped with cheese.",340.00
55176,Pizza Planet- Kumaripati,Italian,Kumaripati,PASTA,Creamy Mixed Pasta (Chicken),"A perfect combination of creamy sauce with tomato sauce
topped with cheese.",390.00
55177,Pizza Planet- Kumaripati,Italian,Kumaripati,PASTA,Napolitana Spaghetti (Veg),Tomato based sauce with fresh herbs topped cheese,300.00
55178,Pizza Planet- Kumaripati,Italian,Kumaripati,PASTA,Napolitana Spaghetti (Chicken),Tomato based sauce with fresh herbs topped cheese,350.00
55179,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Planet Farm,"Onion, Tomato, Sweet Corn, Green chilli, cream
cheese and mozzarella cheese.",790.00
55180,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Veggie Hawaiian,"Onion, Mushroom, pineapple, cream cheese and
mozzarella cheese.",890.00
55181,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Veggie Deluxe,"Onion, tomato, baby corn, mushroom, black olive,
cream cheese and mozzarella cheese",990.00
55182,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Chicken Tandoori,"Hot and Spicy Chicken, Onion, Tomato, Green Chilly, Makhni Sauce, Cream Cheese and Mozzarella Cheese",890.00
55183,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Chicken Hawaiian,"Smoked chicken, pineapple, cream cheese and
mozzarella cheese.",990.00
55184,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Pepperoni,"100% pork pepperoni cream cheese and mozzarella
cheese","1,050.00"
55185,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Chicken Heaven,"Red paprika, Mushroom, Onion, Hot and spicy
chicken, chicken sausage, ream Cheese and
Mozzarella Cheese","1,150.00"
55186,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Chicken Deluxe,"Hot and Spicy Chicken, Chicken Salami, Mushroom,
Capsicum, Black Olive, Cream Cheese and Mozzarella Cheese","1,150.00"
55187,Pizza Planet- Kumaripati,Italian,Kumaripati,CHEESE BURST PIZZA,Chicken Salamino,"Chicken salami, cream cheese and mozzarella
cheese",890.00
55188,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Mixed Veggies Balls,"perfect combination of mixed vegetable tossed
with sweet garlic sauce",230.00
55189,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Chicken Meat Balls,"Chicken Balls tossed with sweet
garlic sauce.",310.00
55190,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Crispy Chicken Roll,,210.00
55191,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Cheese Tortillas,"Mexican thin bread topped with tangy salad and
mozzarella cheese and served with eggless mayonnaise.",220.00
55192,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Chicken Tortillas,"Mexican thin bread topped with hot and spicy chicken, tangy salad and mozzarella cheese and served
with eggless mayonnaise",280.00
55193,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Chicken Nugget,"Small piece of deboned chicken battered, seasoned
and served with mayonnaise.",280.00
55194,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Cheesy Tangy Fries,"Seasoned French fry topped with picadegalo and
drizzled with cheese dressing",280.00
55195,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,French Fry,Serve with eggless Mayonnaise,190.00
55196,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Crispy Spicy Aloo,"Crispy fried potato sprinkled with authentic spicy
served with planet dip",190.00
55197,Pizza Planet- Kumaripati,Italian,Kumaripati,APPETIZER,Super Spicy Aloo,Crispy fried potato glazed in planet signature sauce,240.00
55198,Pizza Planet- Kumaripati,Italian,Kumaripati,MO:MO,Chicken Steam Mo:Mo,,230.00
55199,Pizza Planet- Kumaripati,Italian,Kumaripati,MO:MO,Chicken C Mo:Mo,,300.00
55200,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Margherita (M),Classic Cheese Pizza with tomato.,370.00
55201,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Margherita (L),Classic Cheese Pizza with tomato.,670.00
55202,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Cheese and Mushroom (M),Mushroom and mozzarella cheese.,490.00
55203,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Cheese and Mushroom (L),Mushroom and mozzarella cheese.,810.00
55204,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Super Veggie (M),"Mushroom, Green Capsicum, Tomato, Onion and
Mozzarella Cheese",499.00
55205,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Super Veggie (L),"Mushroom, Green Capsicum, Tomato, Onion and
Mozzarella Cheese",890.00
55206,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Veg Hawaiian (M),"Mushroom, Pineapple, Onion &amp; mozzarella Cheese",590.00
55207,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Veg Hawaiian (L),"Mushroom, Pineapple, Onion &amp; mozzarella Cheese","1,020.00"
55208,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Exotica Veg (M),"Onion, mushroom, Black olives, Tomato, baby corn,
capsicum and mozzarella Cheese.",660.00
55209,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Exotica Veg (L),"Onion, mushroom, Black olives, Tomato, baby corn,
capsicum and mozzarella Cheese.","1,130.00"
55210,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Paneer Makhani (M),"Onion, Capsicum, Paneer, Red paprika and mozzarella
Cheese",690.00
55211,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (VEG),Paneer Makhani (L),"Onion, Capsicum, Paneer, Red paprika and mozzarella
Cheese","1,160.00"
55212,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Hot & Spicy Chicken (M),"Hot and spicy Chicken, Onion, Green Chilly and mozzarella
Cheese.",450.00
55213,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Hot & Spicy Chicken (L),"Hot and spicy Chicken, Onion, Green Chilly and mozzarella
Cheese.",780.00
55214,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Chicken Hawaiian (M),"Smoked chicken, pineapple and mozzarella cheese",520.00
55215,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Chicken Hawaiian (L),"Smoked chicken, pineapple and mozzarella cheese",910.00
55216,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Salamino Delight (M),Chicken salami and mozzarella cheese,620.00
55217,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Salamino Delight (L),Chicken salami and mozzarella cheese,"1,090.00"
55218,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Pepperoni (M),Pepperoni and mozzarella cheese,620.00
55219,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Pepperoni (L),Pepperoni and mozzarella cheese,"1,090.00"
55220,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Chicken Royal (M),"Smoked chicken, chicken salami, sausage and mozzarella
cheese",690.00
55221,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Chicken Royal (L),"Smoked chicken, chicken salami, sausage and mozzarella
cheese","1,190.00"
55222,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Chicken Supreme (M),"Hot and Spicy Chicken, Smoked Chicken, Sausage,
Chicken Salami and Mozzarella Cheese",710.00
55223,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Chicken Supreme (L),"Hot and Spicy Chicken, Smoked Chicken, Sausage,
Chicken Salami and Mozzarella Cheese","1,210.00"
55224,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Tuna and Prawn (M),"Tuna, Prawn, onion Red paprika, Makhani Sauce and
mozzarella cheese",720.00
55225,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Tuna and Prawn (L),"Tuna, Prawn, onion Red paprika, Makhani Sauce and
mozzarella cheese","1,240.00"
55226,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Super Supreme Salami (M),"Smoked chicken, Chicken Salami, black olive, mushroom, red
paprika, onion and mozzarella cheese.",730.00
55227,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Super Supreme Salami (L),"Smoked chicken, Chicken Salami, black olive, mushroom, red
paprika, onion and mozzarella cheese.","1,270.00"
55228,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Super Supreme Pepperoni (M),"Smoked chicken, Pepperoni, black olive, mushroom, red
paprika, onion and mozzarella cheese",730.00
55229,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Super Supreme Pepperoni (L),"Smoked chicken, Pepperoni, black olive, mushroom, red
paprika, onion and mozzarella cheese","1,270.00"
55230,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Meat Lover (M),"Bacon, Hot and Spicy Chicken Tuna, Pepperoni, Onion, Red
Paprika and Mozzarella Cheese.",790.00
55231,Pizza Planet- Kumaripati,Italian,Kumaripati,THIN CRUST PIZZA (NON-VEG),Meat Lover (L),"Bacon, Hot and Spicy Chicken Tuna, Pepperoni, Onion, Red
Paprika and Mozzarella Cheese.","1,290.00"
55232,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Margherita (S),Classic Cheese pizza with tomato,199.00
55233,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Margherita (M),Classic Cheese pizza with tomato,370.00
55234,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Margherita (L),Classic Cheese pizza with tomato,670.00
55235,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Spicy Veg (S),"Onion, Tomato, green chilly and mozzarella Cheese",230.00
55236,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Spicy Veg (M),"Onion, Tomato, green chilly and mozzarella Cheese",390.00
55237,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Spicy Veg (L),"Onion, Tomato, green chilly and mozzarella Cheese",710.00
55238,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Double Cheese (S),Extra mozzarella cheese,240.00
55239,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Double Cheese (M),Extra mozzarella cheese,420.00
55240,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Double Cheese (L),Extra mozzarella cheese,750.00
55241,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Cheese & Mushroom (S),Mushroom and mozzarella cheese,270.00
55242,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Cheese & Mushroom (M),Mushroom and mozzarella cheese,480.00
55243,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Cheese & Mushroom (L),Mushroom and mozzarella cheese,790.00
55244,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Super Veggie (S),"Mushroom, Green Capsicum, Tomato, Onion and Mozzarella
Cheese",290.00
55245,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Super Veggie (M),"Mushroom, Green Capsicum, Tomato, Onion and Mozzarella
Cheese",499.00
55246,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Super Veggie (L),"Mushroom, Green Capsicum, Tomato, Onion and Mozzarella
Cheese",890.00
55247,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Corn & Crunchy (S),"Sweet Corn, Mushroom, Onion, Tomato and mozzarella
Cheese.",290.00
55248,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Corn & Crunchy (M),"Sweet Corn, Mushroom, Onion, Tomato and mozzarella
Cheese.",499.00
55249,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Corn & Crunchy (L),"Sweet Corn, Mushroom, Onion, Tomato and mozzarella
Cheese.",890.00
55250,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Veg Hawaiian (S),"Mushroom, Onion, pineapple and mozzarella cheese",330.00
55251,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Veg Hawaiian (M),"Mushroom, Onion, pineapple and mozzarella cheese",580.00
55252,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Veg Hawaiian (L),"Mushroom, Onion, pineapple and mozzarella cheese",990.00
55253,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Garlic Punch (S),"Onion, Capsicum, Black Olives, Red Paprika, Chopped
Garlic &amp; Mozzarella Cheese",330.00
55254,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Garlic Punch (M),"Onion, Capsicum, Black Olives, Red Paprika, Chopped
Garlic &amp; Mozzarella Cheese",580.00
55255,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Garlic Punch (L),"Onion, Capsicum, Black Olives, Red Paprika, Chopped
Garlic &amp; Mozzarella Cheese",990.00
55256,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Mexicano Veg (S),"Onion, Capsicum, Mushroom, Black Olive, Sweet Corn, red
paprika, garnish &amp; mozzarella Cheese with mayonnaise.",350.00
55257,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Mexicano Veg (M),"Onion, Capsicum, Mushroom, Black Olive, Sweet Corn, red
paprika, garnish &amp; mozzarella Cheese with mayonnaise.",610.00
55258,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Mexicano Veg (L),"Onion, Capsicum, Mushroom, Black Olive, Sweet Corn, red
paprika, garnish &amp; mozzarella Cheese with mayonnaise.","1,050.00"
55259,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Veggie Royal (S),"Mushroom, Green Capsicum, Tomato, Onion, Baby Corn,
Black Olives &amp; Cheese",360.00
55260,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Veggie Royal (M),"Mushroom, Green Capsicum, Tomato, Onion, Baby Corn,
Black Olives &amp; Cheese",630.00
55261,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Veggie Royal (L),"Mushroom, Green Capsicum, Tomato, Onion, Baby Corn,
Black Olives &amp; Cheese","1,090.00"
55262,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Paneer Makhani (S),"Onion, capsicum, Red paprika, paneer with mozzarella
cheese",380.00
55263,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Paneer Makhani (M),"Onion, capsicum, Red paprika, paneer with mozzarella
cheese",680.00
55264,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN PIZZA (VEG),Paneer Makhani (L),"Onion, capsicum, Red paprika, paneer with mozzarella
cheese","1,220.00"
55265,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Spicy Chicken (S),"Hot and Spicy chicken, Onion, Green Chilly and mozzarella
Cheese.",250.00
55266,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Spicy Chicken (M),"Hot and Spicy chicken, Onion, Green Chilly and mozzarella
Cheese.",420.00
55267,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Spicy Chicken (L),"Hot and Spicy chicken, Onion, Green Chilly and mozzarella
Cheese.",810.00
55268,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Spicy Chicken (SW),"Hot and Spicy chicken, Onion, Green Chilly and mozzarella
Cheese.",570.00
55269,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Hawaiian (S),Smoked chicken Pineapple and Cheese,320.00
55270,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Hawaiian (M),Smoked chicken Pineapple and Cheese,520.00
55271,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Hawaiian (L),Smoked chicken Pineapple and Cheese,940.00
55272,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Hawaiian (SW),Smoked chicken Pineapple and Cheese,670.00
55273,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Tandoori (S),"Hot and Spicy chicken, Onion, Tomato, Green Chilly,
Makhani Sauce and mozzarella Cheese.",350.00
55274,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Tandoori (M),"Hot and Spicy chicken, Onion, Tomato, Green Chilly,
Makhani Sauce and mozzarella Cheese.",620.00
55275,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Tandoori (L),"Hot and Spicy chicken, Onion, Tomato, Green Chilly,
Makhani Sauce and mozzarella Cheese.","1,090.00"
55276,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Tandoori (SW),"Hot and Spicy chicken, Onion, Tomato, Green Chilly,
Makhani Sauce and mozzarella Cheese.",770.00
55277,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Ham Tandoori (S),"Hot and Spicy chicken, Chicken Ham, Onion, Red Paprika
and mozzarella Cheese.",350.00
55278,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Ham Tandoori (M),"Hot and Spicy chicken, Chicken Ham, Onion, Red Paprika
and mozzarella Cheese.",620.00
55279,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Ham Tandoori (L),"Hot and Spicy chicken, Chicken Ham, Onion, Red Paprika
and mozzarella Cheese.","1,090.00"
55280,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Ham Tandoori (SW),"Hot and Spicy chicken, Chicken Ham, Onion, Red Paprika
and mozzarella Cheese.",770.00
55281,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Salamino Delight (S),Chicken Salami and mozzarella cheese,350.00
55282,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Salamino Delight (M),Chicken Salami and mozzarella cheese,620.00
55283,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Salamino Delight (L),Chicken Salami and mozzarella cheese,"1,090.00"
55284,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Salamino Delight (SW),Chicken Salami and mozzarella cheese,770.00
55285,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Garlic Delight (S),"Hot and Spicy Chicken, Red paprika, Onion, Black Olives,
Chopped Garlic and Mozzarella Cheese",350.00
55286,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Garlic Delight (M),"Hot and Spicy Chicken, Red paprika, Onion, Black Olives,
Chopped Garlic and Mozzarella Cheese",620.00
55287,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Garlic Delight (L),"Hot and Spicy Chicken, Red paprika, Onion, Black Olives,
Chopped Garlic and Mozzarella Cheese","1,090.00"
55288,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Garlic Delight (SW),"Hot and Spicy Chicken, Red paprika, Onion, Black Olives,
Chopped Garlic and Mozzarella Cheese",770.00
55289,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Pepperoni (S),Pepperoni and mozzarella cheese,350.00
55290,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Pepperoni (M),Pepperoni and mozzarella cheese,620.00
55291,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Pepperoni (L),Pepperoni and mozzarella cheese,"1,090.00"
55292,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Pepperoni (SW),Pepperoni and mozzarella cheese,770.00
55293,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Royal (S),"Smoked chicken, Chicken salami, Chicken Sausage and
mozzarella Cheese.",390.00
55294,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Royal (M),"Smoked chicken, Chicken salami, Chicken Sausage and
mozzarella Cheese.",690.00
55295,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Royal (L),"Smoked chicken, Chicken salami, Chicken Sausage and
mozzarella Cheese.","1,190.00"
55296,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Chicken Royal (SW),"Smoked chicken, Chicken salami, Chicken Sausage and
mozzarella Cheese.",840.00
55297,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Super Supreme Salami (S),"Smoked chicken, Chicken Salami, mushroom, black
olive, onion, red paprika Makhani Sauce with mozzarella
Cheese",420.00
55298,Pizza Planet- Kumaripati,Italian,Kumaripati,PAN & SAUSAGE WRAPPED PIZZA (NON-VEG),Super Supreme Salami (M),"Smoked chicken, Chicken Salami, mushroom, black
olive, onion, red paprika Makhani Sauce with mozzarella
Cheese",720.00
