Price,Bedrooms,Bathrooms,SqFt,City,State,Year_Built,Type,Garage,Lot_Area
1486886,4,2,1666,Perth,WA,2022,Townhouse,1,3971
1509909,3,2,1921,Perth,WA,1996,House,1,4841
2100232,4,2,3001,Brisbane,QLD,2001,House,0,5826
1301670,3,1,1434,Perth,WA,2013,House,1,3101
1993622,3,4,2968,Adelaide,SA,1999,Townhouse,0,8046
1360881,3,2,1806,Adelaide,SA,1987,Townhouse,1,3606
2182832,3,2,2795,Melbourne,VIC,2001,Townhouse,1,4884
1489823,3,4,1155,Melbourne,VIC,2006,Apartment,1,2389
2091878,3,1,2351,Sydney,NSW,2013,House,1,3771
1468982,5,1,1557,Perth,WA,2000,House,1,4014
1581900,2,3,1150,Sydney,NSW,1994,House,2,1981
1747008,4,2,2131,Melbourne,VIC,1984,Apartment,1,4108
2439104,5,3,2605,Sydney,NSW,2017,House,1,7352
1361972,1,2,1493,Melbourne,VIC,1996,Apartment,2,3450
1078909,3,1,1100,Brisbane,QLD,1987,House,1,2181
1805834,3,2,1944,Sydney,NSW,1998,Apartment,2,4515
1376005,1,1,1947,Brisbane,QLD,1984,Townhouse,2,3558
1895037,3,3,2328,Melbourne,VIC,2002,Apartment,1,3581
2195642,5,2,2569,Melbourne,VIC,1998,Townhouse,2,6181
1562025,1,4,1964,Adelaide,SA,1993,House,2,5050
2378748,3,3,3113,Melbourne,VIC,1989,House,2,8778
1916635,3,1,2134,Sydney,NSW,2010,Townhouse,1,5673
1501390,4,3,1792,Adelaide,SA,1992,House,1,5179
1261118,2,2,1033,Melbourne,VIC,2001,House,0,3077
1601244,3,2,1842,Brisbane,QLD,2016,House,1,4822
1519793,3,3,1798,Brisbane,QLD,2018,Apartment,1,5038
2042435,3,2,2576,Melbourne,VIC,1989,House,1,6467
2122951,5,2,2277,Melbourne,VIC,2010,House,2,4000
1597373,4,2,1292,Sydney,NSW,2022,Townhouse,0,2290
1774974,1,2,2103,Melbourne,VIC,2014,Townhouse,2,3502
1839501,3,1,2402,Melbourne,VIC,1992,House,0,7003
2144727,3,2,2916,Melbourne,VIC,2009,Apartment,0,7318
1797925,3,2,2532,Brisbane,QLD,2013,Townhouse,1,6799
1772627,3,1,2456,Brisbane,QLD,2015,House,0,4904
1713265,3,1,2036,Brisbane,QLD,2014,House,2,4460
2005298,3,2,2232,Sydney,NSW,1983,House,1,3482
2196320,5,2,2749,Sydney,NSW,1983,Apartment,0,7791
1540901,2,3,1200,Sydney,NSW,1985,House,0,3336
1479461,5,2,1790,Adelaide,SA,2007,Apartment,1,4793
1290141,3,2,1536,Perth,WA,2009,Apartment,0,2439
1631582,3,2,2227,Adelaide,SA,2006,House,1,3923
2187565,4,2,2738,Sydney,NSW,1984,House,1,5479
1704635,3,2,1641,Melbourne,VIC,2023,House,0,3110
1457313,3,4,800,Melbourne,VIC,2018,House,1,2206
1913067,3,4,1752,Melbourne,VIC,2014,House,2,3141
1937383,3,3,2548,Brisbane,QLD,2018,House,1,5855
2253506,5,4,2322,Melbourne,VIC,2023,Apartment,1,5474
1754463,4,2,2256,Brisbane,QLD,1994,House,1,4824
1531463,2,2,1832,Brisbane,QLD,1998,House,2,3409
1649182,2,3,1232,Sydney,NSW,2009,House,2,3624
1784706,3,2,2309,Adelaide,SA,2017,House,2,4895
1507058,2,3,1499,Melbourne,VIC,2011,Apartment,1,3884
2302394,3,3,3310,Brisbane,QLD,2019,House,0,5879
1896590,2,4,2342,Brisbane,QLD,2008,House,1,6404
1554473,3,2,1651,Melbourne,VIC,1985,Apartment,2,3012
1554750,1,3,1633,Melbourne,VIC,2005,House,0,4104
1592609,3,2,1944,Brisbane,QLD,2006,House,1,4393
1854631,3,2,1856,Sydney,NSW,2014,Apartment,2,3192
1825917,3,2,2670,Adelaide,SA,2007,House,1,4105
2123079,5,3,2111,Sydney,NSW,1984,House,1,6116
1937962,4,4,1561,Sydney,NSW,2020,House,1,2635
1978236,3,2,3134,Adelaide,SA,1995,House,0,8015
1753440,1,2,2029,Sydney,NSW,2020,Apartment,1,5031
2113106,4,2,2461,Sydney,NSW,1997,Apartment,0,4953
1594835,5,4,1635,Perth,WA,1992,Townhouse,2,2907
2159449,4,2,2217,Sydney,NSW,2022,House,2,3920
1914314,2,2,2186,Sydney,NSW,2004,Townhouse,1,5199
1355956,5,2,866,Sydney,NSW,1989,Apartment,1,2009
2128372,3,2,3209,Perth,WA,2008,House,1,9030
2168240,4,1,2774,Sydney,NSW,1989,Townhouse,0,6825
1573363,5,2,1761,Brisbane,QLD,1985,House,0,4807
1644240,3,4,1338,Melbourne,VIC,1995,House,1,2073
2284935,5,3,2208,Sydney,NSW,2004,House,2,5535
1907121,3,1,2052,Sydney,NSW,2023,Apartment,2,3797
1821830,5,4,2213,Adelaide,SA,1983,House,1,4159
1953823,3,2,2114,Melbourne,VIC,2016,House,1,5458
2140992,5,1,2303,Sydney,NSW,2013,Townhouse,1,6197
2160284,2,1,2868,Sydney,NSW,1998,House,1,5901
2037171,4,1,2340,Melbourne,VIC,2012,House,1,6285
1516886,3,3,1370,Melbourne,VIC,1983,Townhouse,2,2967
2396001,3,1,2817,Sydney,NSW,2023,House,2,7850
2415185,3,2,2984,Sydney,NSW,2013,House,1,4588
2452119,4,3,3891,Brisbane,QLD,1991,Apartment,1,6324
1527329,2,2,1325,Melbourne,VIC,2010,House,2,3532
1999528,3,3,2145,Sydney,NSW,1995,Townhouse,2,5227
1387728,3,3,800,Sydney,NSW,1981,House,1,1870
1902010,5,1,2331,Melbourne,VIC,1981,Apartment,1,5645
1790934,1,3,1671,Sydney,NSW,2015,House,2,4838
2334621,2,2,3154,Sydney,NSW,1985,House,1,7832
1398201,3,2,1535,Brisbane,QLD,2002,House,1,3793
1471193,3,2,986,Melbourne,VIC,2018,House,1,2603
1753497,3,1,1717,Melbourne,VIC,2023,House,2,4808
1451810,3,4,814,Melbourne,VIC,2016,House,1,1542
1790283,4,2,2450,Brisbane,QLD,1995,Apartment,1,5943
1514204,4,1,800,Sydney,NSW,2022,House,2,1900
2132873,3,4,2017,Sydney,NSW,2023,House,2,3433
1381838,2,2,800,Sydney,NSW,1998,House,2,1824
1455447,3,2,1807,Adelaide,SA,2003,House,0,2900
2251951,2,2,2986,Melbourne,VIC,2006,House,1,5307
2108391,4,3,2216,Sydney,NSW,1986,House,1,6359
1693307,3,1,1481,Sydney,NSW,2009,House,1,2487
1623552,3,2,1981,Brisbane,QLD,2020,Apartment,2,4692
1845580,3,2,2010,Sydney,NSW,1993,Apartment,2,3991
1894040,4,1,2283,Brisbane,QLD,2023,House,1,5327
1138945,2,3,1179,Adelaide,SA,1994,House,0,2185
2008563,3,2,2355,Sydney,NSW,1991,House,0,5103
1328041,2,2,800,Sydney,NSW,2008,Townhouse,1,2240
1749922,4,1,1622,Sydney,NSW,2002,House,0,3348
1848062,5,3,1707,Sydney,NSW,1992,Apartment,1,3464
1860233,3,3,2379,Brisbane,QLD,1988,House,1,5162
1988613,3,2,2013,Sydney,NSW,2003,House,2,3323
1532141,5,2,1156,Melbourne,VIC,2018,Townhouse,0,2407
1545720,3,2,1409,Melbourne,VIC,2009,Townhouse,1,2128
1526608,3,2,2119,Adelaide,SA,1980,House,2,4779
1633848,3,1,1952,Melbourne,VIC,1989,Apartment,1,5412
1643105,3,2,1652,Sydney,NSW,2017,Apartment,0,3847
1699740,2,2,1711,Sydney,NSW,1994,House,0,4127
1898262,4,4,2417,Brisbane,QLD,1988,Apartment,2,3737
1781486,3,2,1689,Sydney,NSW,1992,Townhouse,2,4712
1960988,2,3,1947,Sydney,NSW,2002,House,2,4045
2189179,4,2,3301,Adelaide,SA,2012,Townhouse,0,9781
1507239,3,4,1145,Sydney,NSW,1988,Apartment,2,1925
1315428,2,2,888,Sydney,NSW,1982,House,1,2592
1750045,3,2,2470,Perth,WA,2009,Apartment,1,6055
1795041,4,3,1592,Sydney,NSW,1988,Apartment,2,2514
1848871,4,1,1809,Sydney,NSW,2004,House,1,5350
1873674,5,1,1531,Sydney,NSW,2003,House,2,2328
1498942,4,1,1844,Brisbane,QLD,2011,Apartment,2,4787
1725448,1,3,2959,Adelaide,SA,1986,Apartment,1,8387
2053918,3,1,2481,Melbourne,VIC,2015,House,1,4376
2293206,4,3,2517,Sydney,NSW,2004,House,1,5072
1622252,3,2,1150,Sydney,NSW,1999,House,2,2693
1483951,3,1,1309,Melbourne,VIC,1996,House,1,3299
1161868,3,2,800,Brisbane,QLD,2015,House,2,2246
1274220,3,1,1514,Brisbane,QLD,2005,Apartment,0,4000
2158833,5,2,2574,Melbourne,VIC,1998,Townhouse,1,5263
1742408,3,2,2310,Adelaide,SA,2016,House,1,6312
1780245,3,2,1867,Sydney,NSW,1982,Townhouse,1,5506
1992698,5,1,1986,Sydney,NSW,2022,Apartment,2,3656
1404672,3,2,1586,Perth,WA,2007,House,0,2556
1888582,2,3,2122,Sydney,NSW,2001,Apartment,1,4542
2107998,3,3,2459,Melbourne,VIC,1998,House,1,6941
1473400,4,3,1030,Melbourne,VIC,1995,Townhouse,1,1778
1923010,4,2,2179,Melbourne,VIC,1985,House,1,6165
2410977,4,3,2559,Sydney,NSW,2016,House,2,7648
1497650,4,2,1750,Adelaide,SA,2010,House,1,2768
2094264,3,1,2420,Sydney,NSW,2013,House,1,5428
2729725,4,3,3688,Melbourne,VIC,2010,House,1,7352
2031522,4,4,1937,Sydney,NSW,1990,House,1,4050
1685115,2,2,2235,Perth,WA,2015,House,1,4868
1591893,2,2,1557,Sydney,NSW,1985,House,1,4063
1793828,5,2,2108,Brisbane,QLD,2006,House,0,5033
1927872,4,2,2276,Sydney,NSW,1986,Apartment,0,6696
1968855,4,3,2116,Melbourne,VIC,2011,House,1,4232
1377691,4,1,1388,Brisbane,QLD,1987,House,2,3209
1974144,3,3,2123,Sydney,NSW,2012,Apartment,0,5776
2325737,3,2,2877,Melbourne,VIC,2023,House,1,5925
1743103,3,3,2269,Brisbane,QLD,1994,House,0,4987
2274898,2,4,2577,Sydney,NSW,2006,House,2,6513
1559132,4,2,1857,Adelaide,SA,2009,Townhouse,2,5185
2022652,3,2,2449,Sydney,NSW,2001,Apartment,1,5202
1778095,3,3,2167,Brisbane,QLD,2008,House,1,4980
1500374,3,2,1429,Perth,WA,2020,House,2,4235
1947613,3,2,2191,Melbourne,VIC,2009,House,0,3426
1579841,2,2,1404,Sydney,NSW,1981,House,2,3052
1711675,3,1,1620,Sydney,NSW,1994,House,1,3976
1496944,2,3,2113,Adelaide,SA,2006,Apartment,0,3197
1572292,2,1,2178,Brisbane,QLD,1986,House,1,5217
1614188,5,4,1286,Melbourne,VIC,2006,Apartment,1,2038
2144902,2,2,2632,Sydney,NSW,2000,Townhouse,2,7334
2143624,3,3,2343,Sydney,NSW,1992,House,2,6351
1361537,3,2,1577,Brisbane,QLD,1996,Townhouse,1,2442
1004782,3,2,1077,Adelaide,SA,1990,Townhouse,1,1695
1704876,2,2,1913,Sydney,NSW,1989,Apartment,2,5032
1638611,4,3,1732,Brisbane,QLD,2012,House,1,3558
1922459,4,2,2067,Sydney,NSW,1993,Apartment,1,4885
1599749,3,3,1782,Brisbane,QLD,2016,Townhouse,1,3395
1215034,3,2,800,Melbourne,VIC,1987,Apartment,1,1407
1706817,5,2,1766,Brisbane,QLD,2012,House,2,3435
1392175,4,3,1816,Adelaide,SA,1986,Apartment,1,3397
1756851,3,1,2380,Brisbane,QLD,2013,Townhouse,1,5170
1235379,2,2,1581,Adelaide,SA,1986,House,2,4142
2141726,3,2,3007,Sydney,NSW,1986,Apartment,0,7010
1099422,3,2,853,Adelaide,SA,2020,House,1,2058
1931614,2,2,2786,Perth,WA,2015,House,2,6145
1807146,3,2,1865,Sydney,NSW,1986,House,1,3706
2078476,3,2,2515,Melbourne,VIC,1999,House,1,4315
1495027,3,3,2047,Adelaide,SA,1997,Apartment,1,4160
2495903,4,4,2683,Sydney,NSW,2022,House,2,6703
1806691,4,2,1767,Melbourne,VIC,2020,House,1,4596
1256421,3,2,1340,Brisbane,QLD,1993,House,0,2954
2325972,4,1,2852,Sydney,NSW,2019,House,0,7038
1496394,2,3,1931,Brisbane,QLD,1993,Apartment,2,3507
1968255,4,2,2132,Melbourne,VIC,2000,House,1,5951
2271418,2,2,2740,Sydney,NSW,2006,House,2,7671
1540200,2,4,1380,Melbourne,VIC,2005,Townhouse,1,2734
2012930,3,2,2357,Melbourne,VIC,2006,House,1,5472
1473657,3,3,1646,Perth,WA,2003,Apartment,2,3967
1637557,5,2,1920,Brisbane,QLD,1984,House,0,4242
1866362,3,1,2043,Melbourne,VIC,2021,House,0,5857
1309181,3,3,1099,Brisbane,QLD,2017,House,1,2870
1344963,3,1,1532,Brisbane,QLD,2007,House,0,3845
1998261,3,3,2810,Adelaide,SA,2021,House,1,6408
1937175,3,1,2531,Brisbane,QLD,2022,House,2,4119
1850751,3,3,1962,Melbourne,VIC,2011,Apartment,2,3261
1931251,4,1,2145,Melbourne,VIC,2003,House,1,4181
1485489,4,2,1823,Perth,WA,1985,House,2,3313
1916723,5,2,2813,Brisbane,QLD,1989,Apartment,0,8241
1829780,3,2,1879,Sydney,NSW,1982,House,1,3975
1706662,4,2,2139,Brisbane,QLD,1986,Townhouse,1,6021
2088323,3,2,2687,Melbourne,VIC,2008,Townhouse,1,7329
1786028,3,2,1533,Sydney,NSW,2013,House,0,4169
2148907,3,2,2935,Melbourne,VIC,1986,Townhouse,2,5352
1612123,5,2,1081,Sydney,NSW,1996,Townhouse,2,2348
2041197,4,2,2977,Brisbane,QLD,1992,Townhouse,1,5886
1794548,5,2,1776,Sydney,NSW,2000,Apartment,0,5250
2021519,4,4,1854,Sydney,NSW,2010,Townhouse,1,5220
1441423,5,2,865,Sydney,NSW,1988,Apartment,2,1623
1588038,4,1,1727,Melbourne,VIC,1992,Townhouse,1,3402
1478429,3,2,1376,Sydney,NSW,1996,Apartment,1,3155
1375100,3,3,1635,Perth,WA,1987,Townhouse,2,3136
1825908,3,1,1917,Sydney,NSW,1988,House,1,5248
1576556,1,2,2574,Perth,WA,1988,Apartment,1,7025
1914109,3,2,2124,Melbourne,VIC,2019,Townhouse,1,5495
1585640,3,1,2184,Adelaide,SA,2009,House,1,5535
1650557,3,3,1342,Sydney,NSW,1986,House,1,3116
1845499,5,2,1471,Sydney,NSW,1996,House,1,2973
2224051,5,2,3079,Brisbane,QLD,2018,Townhouse,1,8484
1471266,2,3,1558,Brisbane,QLD,2017,Townhouse,1,4346
2209560,3,2,2993,Melbourne,VIC,1984,House,0,4712
1814088,3,3,1854,Sydney,NSW,1996,Townhouse,1,3889
1851456,3,2,2001,Melbourne,VIC,2019,House,1,3081
2265796,4,3,2642,Sydney,NSW,1980,House,2,7290
2109516,3,3,2763,Melbourne,VIC,1995,Apartment,1,4878
1689184,3,1,1933,Melbourne,VIC,1996,House,1,4854
1715250,4,3,1767,Brisbane,QLD,2009,House,1,3597
1572071,4,2,1966,Adelaide,SA,2010,Apartment,1,5356
1905189,2,1,2202,Sydney,NSW,2014,House,1,4988
1839187,4,2,2534,Brisbane,QLD,1987,Apartment,2,5035
1849280,3,1,2002,Sydney,NSW,2009,House,1,3976
2202422,3,3,2371,Sydney,NSW,2018,Townhouse,2,4719
1900660,2,2,2983,Brisbane,QLD,2000,Apartment,0,8003
1674873,3,4,2228,Brisbane,QLD,1994,Apartment,0,5720
1652118,3,1,2186,Adelaide,SA,2013,House,2,4327
1158107,3,2,1088,Brisbane,QLD,2006,Townhouse,1,2433
1334313,3,2,800,Sydney,NSW,1981,House,1,1291
2083277,4,2,2233,Sydney,NSW,1989,House,1,6121
1560785,3,3,1943,Brisbane,QLD,1984,House,0,3689
1615755,1,3,1691,Melbourne,VIC,2006,Townhouse,1,4792
2014105,4,3,2146,Sydney,NSW,1983,Townhouse,2,5140
1610130,1,3,1963,Melbourne,VIC,1992,Townhouse,0,4618
1770569,5,1,2676,Adelaide,SA,1996,Apartment,2,4668
1722904,3,2,2051,Brisbane,QLD,2000,House,1,3291
1514606,3,2,1551,Melbourne,VIC,2002,Townhouse,1,3614
1826745,3,2,2594,Adelaide,SA,2012,House,0,5712
1396178,1,1,1869,Brisbane,QLD,1994,House,1,3140
2010996,3,2,2315,Sydney,NSW,1993,House,0,6376
1638399,2,2,1713,Sydney,NSW,1988,House,0,3642
1649687,3,2,1610,Melbourne,VIC,2023,Apartment,2,3044
1918980,2,3,2050,Melbourne,VIC,2016,House,2,5500
1634750,3,2,2007,Perth,WA,2009,House,2,5761
1479791,3,1,2287,Perth,WA,2008,Apartment,0,4481
1870955,3,1,1838,Sydney,NSW,2002,House,2,4898
1122803,1,3,898,Brisbane,QLD,2013,House,1,2226
1620712,1,4,1740,Melbourne,VIC,1986,Townhouse,2,5194
1847002,1,2,2476,Melbourne,VIC,1988,House,0,4472
1476024,4,2,1821,Brisbane,QLD,1983,Apartment,1,5357
1805030,3,4,1852,Melbourne,VIC,1981,House,2,3654
1925780,4,2,2591,Brisbane,QLD,2006,House,1,5489
1764046,3,3,1572,Sydney,NSW,2012,Apartment,2,3205
1486597,3,3,1074,Melbourne,VIC,2011,House,1,2044
1842857,3,2,1903,Melbourne,VIC,2023,House,1,4834
1865402,4,2,1709,Melbourne,VIC,2016,House,2,4074
1625254,3,1,1420,Sydney,NSW,2006,House,1,2781
1596899,2,2,1894,Brisbane,QLD,2007,House,2,3217
2111948,3,3,2294,Sydney,NSW,1982,House,1,4534
2045485,3,3,1994,Sydney,NSW,2015,House,0,4132
2094837,3,3,2184,Sydney,NSW,2022,Townhouse,1,4523
1959172,3,2,3088,Perth,WA,1987,House,1,6286
1915363,3,1,1794,Sydney,NSW,2023,House,2,2822
1661802,3,1,2167,Brisbane,QLD,2020,Apartment,1,4758
1788520,3,2,1694,Sydney,NSW,2016,Townhouse,1,4667
1732504,4,2,1492,Melbourne,VIC,2017,House,2,2641
1522774,4,2,1649,Brisbane,QLD,2001,House,1,2833
1806622,3,1,1712,Sydney,NSW,1993,House,2,3781
2133100,3,4,2215,Sydney,NSW,1994,House,2,4555
2504687,4,2,3409,Sydney,NSW,1983,House,0,7984
1418075,3,3,1570,Brisbane,QLD,1997,House,0,4586
1719244,3,2,1750,Sydney,NSW,1980,House,0,4622
1829282,4,1,1962,Melbourne,VIC,1991,House,2,4965
2058540,3,3,2237,Sydney,NSW,2020,House,0,4752
1881302,2,3,2158,Melbourne,VIC,2021,Apartment,2,4167
2081615,4,2,2770,Brisbane,QLD,1996,House,1,6400
1309603,1,2,800,Sydney,NSW,1998,House,2,2262
1153354,4,1,800,Perth,WA,2015,House,2,2252
1411500,4,2,1702,Adelaide,SA,1986,House,2,3691
2330220,5,4,2658,Sydney,NSW,1988,Apartment,1,4969
1043435,2,1,1060,Brisbane,QLD,1987,Townhouse,1,1949
1271540,3,2,800,Melbourne,VIC,2004,House,0,1240
1806033,3,4,2342,Brisbane,QLD,1986,House,1,6475
1878002,3,2,2146,Melbourne,VIC,2021,Apartment,1,4071
1250992,2,2,1345,Perth,WA,1987,House,2,2743
1531891,3,2,1408,Melbourne,VIC,2003,Townhouse,2,3822
1298233,3,2,1418,Perth,WA,1996,House,0,2382
1526380,2,2,2066,Brisbane,QLD,1991,Apartment,2,4529
1691112,3,2,1624,Sydney,NSW,2010,House,0,2734
1988757,4,1,2296,Sydney,NSW,1991,House,0,4966
1172910,4,3,800,Brisbane,QLD,1981,House,2,1256
1679938,5,3,1485,Melbourne,VIC,1991,Apartment,2,3382
1103831,3,2,1324,Adelaide,SA,2006,Apartment,0,3567
1542468,5,2,1846,Adelaide,SA,1986,Townhouse,2,4642
1585457,4,2,1677,Brisbane,QLD,1992,House,2,3796
1948885,3,1,2478,Melbourne,VIC,2015,Apartment,0,6799
1368140,2,3,884,Sydney,NSW,1980,House,1,1628
1718574,3,2,2027,Perth,WA,2014,House,2,5567
2175683,3,2,2335,Sydney,NSW,2009,House,2,4470
2348099,3,1,3113,Melbourne,VIC,2010,House,1,6364
1545806,3,1,1710,Melbourne,VIC,1996,Apartment,0,2896
1568470,4,2,2194,Adelaide,SA,1987,Townhouse,1,3626
1476535,3,3,917,Sydney,NSW,1982,House,2,2659
984001,2,4,800,Perth,WA,1989,House,1,1427
2100239,4,3,2506,Melbourne,VIC,2013,Apartment,0,5013
2042248,3,4,1996,Sydney,NSW,2001,Townhouse,2,4579
2121537,5,4,2707,Brisbane,QLD,1983,House,1,5473
1536075,2,2,1175,Sydney,NSW,2011,Townhouse,2,3298
2226438,5,2,2311,Sydney,NSW,2008,Townhouse,2,6591
2135157,2,3,3121,Brisbane,QLD,1990,House,2,6208
1972222,3,2,2251,Sydney,NSW,1992,Apartment,2,3688
1773249,1,2,2165,Melbourne,VIC,1983,House,2,3931
1732339,4,2,2005,Melbourne,VIC,1981,Apartment,1,4434
1524484,4,2,1057,Melbourne,VIC,2013,House,2,2043
2019903,3,2,2813,Brisbane,QLD,2022,House,1,6133
1799549,5,1,1633,Sydney,NSW,2001,House,1,4309
1876063,3,2,2302,Sydney,NSW,1984,Apartment,0,4906
1428351,3,3,1062,Sydney,NSW,1988,Townhouse,1,1907
1500211,4,2,1292,Melbourne,VIC,1999,House,0,2632
2242905,3,3,2861,Melbourne,VIC,2000,House,1,7480
1665783,3,1,1791,Sydney,NSW,1996,Townhouse,0,3827
2139302,5,1,2871,Brisbane,QLD,1991,House,2,5382
1525812,5,2,1953,Adelaide,SA,2007,Townhouse,1,4181
1055116,5,2,894,Perth,WA,1997,Apartment,0,1952
2109124,5,2,2535,Sydney,NSW,1982,Apartment,1,4929
1571347,2,3,1646,Melbourne,VIC,1984,House,0,4927
1878996,4,3,2419,Perth,WA,1993,House,2,6414
1946251,3,4,2015,Melbourne,VIC,2005,House,1,5115
1231040,5,2,1074,Perth,WA,1998,House,1,2988
1736678,3,2,2098,Perth,WA,2020,House,2,5245
2512848,3,2,3317,Sydney,NSW,1996,House,1,8912
1911744,3,1,2295,Melbourne,VIC,2018,Apartment,2,4864
1946482,3,2,1965,Sydney,NSW,2021,Townhouse,1,4423
2067053,2,2,2645,Sydney,NSW,1983,House,1,4154
1627155,4,2,2126,Perth,WA,2021,Apartment,1,4084
1588396,4,1,2125,Adelaide,SA,2014,Townhouse,0,4362
1110607,2,1,1345,Adelaide,SA,2003,House,0,3279
1955400,4,2,2140,Sydney,NSW,2020,Apartment,1,4700
1820157,3,2,2621,Adelaide,SA,1992,House,2,6321
1512261,3,3,1498,Perth,WA,2012,House,2,3850
1909109,3,2,2854,Perth,WA,1994,Townhouse,0,4464
1483978,4,1,1944,Adelaide,SA,1994,Townhouse,1,3670
1706633,4,2,1467,Melbourne,VIC,2010,House,2,2577
2171588,3,1,2598,Sydney,NSW,2022,House,0,4628
1809074,3,3,1827,Sydney,NSW,2007,Townhouse,1,4121
2035165,2,3,2455,Sydney,NSW,1989,Townhouse,1,6409
1455344,3,2,1824,Brisbane,QLD,1986,Apartment,2,3484
1817069,2,2,1964,Melbourne,VIC,2012,House,1,5375
1895219,3,4,2296,Melbourne,VIC,1986,Apartment,2,6518
1932824,3,2,2174,Sydney,NSW,1984,House,1,4405
1109444,5,3,802,Adelaide,SA,2005,Townhouse,1,2024
1638544,3,2,1327,Sydney,NSW,1995,House,1,2223
1929905,3,2,2557,Melbourne,VIC,1987,Apartment,1,6690
1878036,3,3,1920,Melbourne,VIC,2001,House,0,3356
1895177,4,2,1685,Sydney,NSW,2013,House,2,4266
1225414,4,2,1184,Brisbane,QLD,2019,Apartment,0,2527
1626743,4,2,1352,Melbourne,VIC,2007,House,2,3911
1228839,3,2,800,Melbourne,VIC,2015,Apartment,1,1757
1534889,4,3,1939,Perth,WA,1986,Apartment,1,2998
1730873,2,2,1640,Sydney,NSW,2019,House,0,3644
1259123,3,2,1420,Perth,WA,2022,Apartment,1,3824
1569263,3,3,1959,Perth,WA,2007,Apartment,1,4840
1702706,3,2,2218,Perth,WA,1981,House,2,6543
2458169,5,2,3255,Melbourne,VIC,1988,House,1,9002
1679403,4,3,1092,Sydney,NSW,1985,House,1,2502
2049881,2,4,2695,Melbourne,VIC,1980,House,0,4878
2119915,2,2,2583,Sydney,NSW,1982,House,2,3890
1667845,3,2,1532,Sydney,NSW,1989,Townhouse,2,4552
1949144,3,3,2121,Sydney,NSW,2016,Apartment,1,6169
1791423,3,3,1725,Melbourne,VIC,2023,House,0,3297
2092513,5,3,2111,Sydney,NSW,2002,Apartment,2,5188
2046068,5,2,2905,Adelaide,SA,2012,Apartment,2,7536
1757485,3,2,2363,Brisbane,QLD,1988,House,1,5594
2127324,4,2,2305,Sydney,NSW,1992,House,1,6372
1492904,3,3,1741,Perth,WA,2007,Apartment,2,2816
1067586,3,3,1109,Adelaide,SA,1986,House,0,3156
1729690,3,1,1874,Sydney,NSW,2005,Apartment,1,3914
2176282,3,2,2723,Sydney,NSW,1995,House,0,6050
1444680,4,2,1083,Melbourne,VIC,2019,Apartment,0,2348
1378785,3,4,1366,Perth,WA,2005,Apartment,2,3139
2027996,3,2,2075,Sydney,NSW,2018,House,1,4976
1453190,3,2,1409,Brisbane,QLD,2011,House,2,3615
1427581,5,1,1524,Brisbane,QLD,2015,Apartment,1,3487
1523234,3,2,1745,Brisbane,QLD,2021,Apartment,2,4412
1288849,4,1,1180,Melbourne,VIC,1980,Apartment,1,2370
1557089,4,3,1415,Melbourne,VIC,2000,Townhouse,0,4112
2204435,3,3,2422,Sydney,NSW,1992,House,2,3867
1419700,3,2,1215,Melbourne,VIC,2005,House,0,2818
1101476,4,2,1041,Brisbane,QLD,1988,Apartment,1,1698
1501089,3,3,1621,Perth,WA,2016,House,1,3510
1818337,5,2,2439,Perth,WA,2002,House,0,4601
1706858,3,2,1881,Sydney,NSW,1980,Apartment,0,5467
1787308,2,4,1721,Sydney,NSW,1981,Townhouse,2,2615
1780832,4,3,2026,Perth,WA,2022,House,1,4229
1177976,4,3,952,Adelaide,SA,2007,House,1,2546
2113789,5,1,2296,Sydney,NSW,2015,Apartment,1,4094
1725795,3,1,2230,Brisbane,QLD,2010,House,1,6073
1919117,5,1,1754,Melbourne,VIC,2020,House,2,4894
2084977,4,2,2603,Melbourne,VIC,1984,Apartment,2,6670
1429257,4,3,1323,Brisbane,QLD,2016,House,0,2400
1869969,3,2,2676,Perth,WA,2004,House,1,5107
1952575,3,3,2092,Sydney,NSW,1987,House,1,3663
1699938,5,2,1798,Brisbane,QLD,2013,House,1,3193
1496930,3,2,1988,Brisbane,QLD,2018,Apartment,1,3090
1901902,3,4,1935,Melbourne,VIC,2011,House,1,5392
1868634,3,2,2732,Brisbane,QLD,1990,House,0,6264
1632690,3,2,1353,Sydney,NSW,2004,House,1,2696
1588015,3,2,1542,Sydney,NSW,1982,Townhouse,0,2983
1829789,1,1,2621,Melbourne,VIC,2011,Townhouse,0,6074
1700374,4,2,1642,Melbourne,VIC,2014,Townhouse,2,3268
2155899,3,2,2540,Sydney,NSW,2011,House,1,7101
2343606,3,2,3019,Melbourne,VIC,2013,House,1,5485
1442061,2,3,1758,Brisbane,QLD,2016,Apartment,1,4966
1867451,1,2,2408,Melbourne,VIC,1984,House,2,6012
1441814,3,1,1307,Melbourne,VIC,2007,Apartment,1,3838
1927907,4,2,2452,Brisbane,QLD,2007,House,1,3734
1812964,2,1,2119,Sydney,NSW,1987,House,1,3367
2094103,5,2,2283,Melbourne,VIC,2006,House,2,5141
1837140,3,2,1612,Sydney,NSW,1995,House,2,4626
1229659,3,1,1003,Melbourne,VIC,1997,Apartment,1,2604
1894818,2,3,2301,Melbourne,VIC,2004,Apartment,2,5601
1355896,1,4,800,Sydney,NSW,1980,House,2,1237
1882810,4,3,1809,Sydney,NSW,1987,Townhouse,2,3675
2299377,4,2,2564,Sydney,NSW,2000,House,2,5177
